site,country,lat,lon,bioregion,code,used
"Sonora, cerrado",Brazil,-18.43639946,-54.64780045,NA,NA,No
"Sorriso, floresta ripÌcola",Brazil,-14.48279953,-56.80189896,NA,NA,No
"Taciba, floresta semidecidual",Brazil,-22.45359993,-51.30310059,NA,NA,No
"Taiobeiras, carrasco",Brazil,-15.79469967,-42.24750137,NA,NA,No
"Tapira, floresta semidecidual",Brazil,-19.9008007,-46.83499908,NA,NA,No
"Taquaritinga, floresta semidecidual",Brazil,-21.4041996,-48.68920135,NA,NA,No
"Taquarituba, floresta semidecidual",Brazil,-23.60580063,-49.05860138,NA,NA,No
"Tarum„, floresta semidecidual",Brazil,-22.73579979,-50.67499924,NA,NA,No
"Teodoro Sampaio, floresta semidecidual",Brazil,-22.59690094,-52.27529907,NA,NA,No
"TeÛfilo Otoni, floresta semidecidual",Brazil,-17.83419991,-41.56999969,NA,NA,No
"Tiradentes, floresta semidecidual",Brazil,-21.08189964,-44.15219879,NA,NA,No
Toc1 (Tocantins),Brazil,-9.7520504,-48.30490112,NA,NA,No
Toc2 (Tocantins),Brazil,-10.30270004,-48.13499832,NA,NA,No
"Tomazina, floresta semidecidual",Brazil,-23.69079971,-53.36780167,NA,NA,No
"Tombos, floresta semidecidual",Brazil,-20.89279938,-42.07030106,NA,NA,No
Ton1 (Tocantins),Brazil,-5.65583992,-47.55530167,NA,NA,No
Ton2 (Tocantins),Brazil,-6.39854002,-47.7478981,NA,NA,No
Tran (Tocantins),Brazil,-8.7081604,-48.43600082,NA,NA,No
"Tres Marias, cerradao distrofico",Brazil,-18.20599937,-45.18399811,NA,NA,No
"TrÍs Lagoas, floresta semidecidual",Brazil,-22.37579918,-54.91419983,NA,NA,No
"TrÍs Marias, floresta decidual",Brazil,-18.0890007,-45.18299866,NA,NA,No
"TrÍs Rios, floresta semidecidual",Brazil,-22.19560051,-43.14559937,NA,NA,No
"Tup„, floresta semidecidual",Brazil,-22.10470009,-50.58280182,NA,NA,No
"Tupaciguara, floresta semidecidual",Brazil,-18.44779968,-48.81560135,NA,NA,No
"Tupi Paulista, floresta semidecidual",Brazil,-21.25169945,-51.37360001,NA,NA,No
"Turmalina, floresta semidecidual",Brazil,-20.00559998,-50.43439865,NA,NA,No
"Uberaba, floresta semidecidual",Brazil,-19.67420006,-48.03469849,NA,NA,No
"Uberl‚ndia, Bom Jardim, floresta ripÌcola",Brazil,-19.04829979,-48.35139847,NA,NA,No
"Uberl‚ndia, EmborcaÁ„o, floresta semidecidual",Brazil,-18.79000092,-48.15280151,NA,NA,No
"Uberl‚ndia, EmborcaÁ„o, floresta semidecidual",Brazil,-18.79770088,-48.11299896,NA,NA,No
"Uberl‚ndia, EmborcaÁ„o, floresta semidecidual",Brazil,-18.7833004,-48.11249924,NA,NA,No
"Uberl‚ndia, Irara, floresta ripÌcola",Brazil,-19.15920067,-48.15309906,NA,NA,No
"Uberl‚ndia, Miranda, floresta semidecidual",Brazil,-18.92889977,-48.06330109,NA,NA,No
"Uberl‚ndia, Panga, floresta ripÌcola",Brazil,-19.16889954,-48.39419937,NA,NA,No
"Uberl‚ndia, Panga, floresta ripÌcola",Brazil,-19.18600082,-48.39300156,NA,NA,No
"Uberl‚ndia, Sabi·, floresta semidecidual",Brazil,-18.90970039,-48.22809982,NA,NA,No
"Umuarama, floresta semidecidual",Brazil,-23.62579918,-53.59579849,NA,NA,No
"UnaÌ, Gruta do Curral, floresta decidual",Brazil,-16.40559959,-47.0760994,NA,NA,No
"UnaÌ, Mundo Novo, floresta semidecidual",Brazil,-16.70829964,-47.1794014,NA,NA,No
"Urbano Santos, cerrado",Brazil,-3.308000088,-43.2179985,NA,NA,No
"UruÁuÌ, floresta ripÌcola",Brazil,-7.382500172,-44.6094017,NA,NA,No
"UruÁuÌ, PiauÌ",Brazil,-7.783299923,-44.33330154,NA,NA,No
"Usina de IrapÈ, carrasco",Brazil,-16.75189972,-42.58060074,NA,NA,No
"Usina do Manso, floresta ripÌcola",Brazil,-15.06610012,-60.09889984,NA,NA,No
Usina Sapucaia,Brazil,-21.6522007,-41.47079849,NA,NA,No
"ValenÁa, floresta semidecidual",Brazil,-22.33329964,-43.70669937,NA,NA,No
"Vargem Bonita, floresta ripÌcola",Brazil,-20.34830093,-46.29249954,NA,NA,No
"Vargem Grande, floresta ripÌcola",Brazil,-16.10280037,-44.43310165,NA,NA,No
"Varginha, floresta semidecidual",Brazil,-21.61689949,-45.39830017,NA,NA,No
"Vazante, floresta ripÌcola",Brazil,-17.95280075,-46.7358017,NA,NA,No
"Vereda do CatulÈ, floresta ripÌcola",Brazil,-15.19779968,-44.81169891,NA,NA,No
"ViÁosa, floresta semidecidual",Brazil,-20.77750015,-42.87279892,NA,NA,No
"Vila Alves, floresta semidecidual",Brazil,-20.16329956,-49.93690109,NA,NA,No
"Vila Guarapu, cerrado",Brazil,-15.68999958,-56.09970093,NA,NA,No
"Vilhena Norte, cerrado",Brazil,-12.50300026,-60.4280014,NA,NA,No
"Vilhena, cerradao distrofico",Brazil,-12.28800011,-60.40000153,NA,NA,No
"Virgem da Lapa, floresta semidecidual de cipÛ",Brazil,-16.75169945,-42.23249817,NA,NA,No
"Visconde do Rio Branco, floresta semidecidual",Brazil,-21.03890038,-42.7867012,NA,NA,No
"VitÛria da Conquista, floresta semidecidual de cipÛ",Brazil,-14.84609985,-40.72969818,NA,NA,No
"Volta Grande, floresta semidecidual",Brazil,-20.03170013,-48.23220062,NA,NA,No
"Volta Redonda, floresta semidecidual",Brazil,-22.5489006,-44.09109879,NA,NA,No
"Votuporanga, floresta semidecidual",Brazil,-20.51689911,-50.09140015,NA,NA,No
Xamb (Tocantins),Brazil,-6.439650059,-48.48559952,NA,NA,No
"XambrÍ, floresta semidecidual",Brazil,-23.55859947,-50.09469986,NA,NA,No
AguaBlanca_Yopal,Colombia,5.502220154,-72.44760132,North southamerica,5,yes
Aguazula_Yopal,Colombia,5.374440193,-72.49220276,North southamerica,6,yes
Aipe,Colombia,3.315799952,-75.31939697,North southamerica,7,yes
Algarrobo,Colombia,10.27219963,-74.09420013,North southamerica,16,yes
Ambalema,Colombia,4.730140209,-74.8207016,North southamerica,23,yes
Ambalema2,Colombia,4.798220158,-74.771698,North southamerica,24,yes
Arroyotabaco,Colombia,11.11170006,-72.56359863,North southamerica,50,yes
BajoCauca,Colombia,5.703110218,-75.60350037,North southamerica,55,yes
Barrancas,Colombia,11.01830006,-72.65779877,North southamerica,68,yes
Belalcazar,Colombia,4.940750122,-75.84290314,North southamerica,76,yes
Beltran,Colombia,4.641890049,-74.75910187,North southamerica,78,yes
Besotes,Colombia,10.52700043,-73.29499817,North southamerica,80,yes
BolivarValle,Colombia,4.338870049,-76.19000244,North southamerica,89,yes
BOMBA,Colombia,10.35000038,-75.56700134,North southamerica,93,yes
Bosconia,Colombia,10.09060001,-73.91169739,North southamerica,97,yes
BOSQUE EL AG‹IL,Colombia,8.315560341,-73.62779999,North southamerica,99,yes
BREMEN,Colombia,5.083300114,-74.75,North southamerica,106,yes
BREMEN,Colombia,5.083300114,-74.76699829,North southamerica,107,yes
Cachira,Colombia,7.675220013,-73.12210083,North southamerica,124,yes
Cali,Colombia,3.377490044,-76.57209778,North southamerica,129,yes
Campoalegre,Colombia,2.660860062,-75.30879974,North southamerica,142,yes
Canalete,Colombia,8.862970352,-76.29769897,North southamerica,143,yes
CarmendeBolivar,Colombia,9.717889786,-75.04429626,North southamerica,159,yes
Cerrejon,Colombia,11.17000008,-72.6230011,North southamerica,170,yes
CerrodeChocoa,Colombia,6.90196991,-73.17990112,North southamerica,181,yes
CerrodelaVirgen,Colombia,5.34732008,-72.41919708,North southamerica,182,yes
Chaparral,Colombia,3.813139915,-75.39160156,North southamerica,185,yes
Chinacota,Colombia,7.604990005,-72.6210022,North southamerica,189,yes
Cienaga,Colombia,11.07260036,-74.20890045,North southamerica,193,yes
CIENAGA DEL CONVENTO,Colombia,10.63360023,-74.91690063,North southamerica,194,yes
"COLOMBIA, Atl·ntico, PiojÛ. Hace parte del complejo montaÒoso El Palomar ñ Sierra de ¡guila.",Colombia,10.63689995,-75.2161026,North southamerica,199,yes
"COLOMBIA, Atl·ntico, UsiacurÌ. Microcuenca del arroyo Luriza. Bosque de Galeria, borde de caÒada, entrada por Techos azules.",Colombia,10.75279999,-75.01999664,North southamerica,200,yes
"Colombia: Cundinamarca, Nilo, Piscilago. Vereda La Esperanza",Colombia,4.215829849,-74.68080139,North southamerica,201,yes
COLORADO,Colombia,9.967000008,-75.16699982,North southamerica,206,yes
Colorados,Colombia,9.93599987,-75.10900116,North southamerica,207,yes
COLOSOI,Colombia,9.5,-75.80000305,North southamerica,208,yes
Convencion,Colombia,8.434720039,-73.32029724,North southamerica,211,yes
Coyaima,Colombia,3.766469955,-75.25289917,North southamerica,219,yes
Coyaima2,Colombia,3.800029993,-75.18180084,North southamerica,220,yes
Cunday,Colombia,4.055029869,-74.69429779,North southamerica,230,yes
Dagua,Colombia,3.736779928,-76.69100189,North southamerica,235,yes
DonDiego,Colombia,11.25090027,-73.66239929,North southamerica,246,yes
Dovio,Colombia,4.568970203,-76.2806015,North southamerica,248,yes
Dovio2,Colombia,4.49311018,-76.34970093,North southamerica,249,yes
El Alcazar,Colombia,3.206059933,-76.59339905,North southamerica,250,yes
El Playon,Colombia,7.454390049,-73.20010376,North southamerica,254,yes
Filadelfia,Colombia,5.313149929,-75.65229797,North southamerica,277,yes
GALERAZ,Colombia,10.80000019,-75.25,North southamerica,293,yes
Girardot,Colombia,4.307740211,-74.85079956,North southamerica,297,yes
Giron,Colombia,7.119239807,-73.15529633,North southamerica,298,yes
GuacochitoCesar,Colombia,10.55869961,-73.15370178,North southamerica,306,yes
Guataqui,Colombia,4.545159817,-74.78959656,North southamerica,313,yes
Honda,Colombia,5.160600185,-74.79360199,North southamerica,322,yes
Hondo,Colombia,3.520499945,-76.52130127,North southamerica,323,yes
Huron,Colombia,5.526909828,-72.36470032,North southamerica,326,yes
Jamundi2,Colombia,3.161250114,-76.54329681,North southamerica,355,yes
Juan de Acosta,Colombia,10.82919979,-75.03130341,North southamerica,366,yes
La Merced Caldas,Colombia,5.443190098,-75.55010223,North southamerica,373,yes
La Paz,Colombia,10.39080048,-73.10019684,North southamerica,374,yes
Lagunitas,Colombia,10.74890041,-73.11109924,North southamerica,382,yes
Lebrija,Colombia,7.245399952,-73.23999786,North southamerica,389,yes
Los Colorados,Colombia,9.85916996,-75.11060333,North southamerica,396,yes
Luruaco,Colombia,10.60050011,-75.16000366,North southamerica,399,yes
Macuira,Colombia,12.19900036,-71.3506012,North southamerica,404,yes
Macuira2,Colombia,11.22299957,-73.49310303,North southamerica,405,yes
MARIQUIT,Colombia,5.25,-74.83300018,North southamerica,421,yes
Monte Hermoso,Colombia,4.351439953,-76.36470032,North southamerica,449,yes
MONTERRE,Colombia,9.616999626,-74.90000153,North southamerica,452,yes
Narino,Colombia,4.427279949,-74.83059692,North southamerica,483,yes
Natagaima,Colombia,3.568449974,-75.11699677,North southamerica,484,yes
Neguanje 2,Colombia,11.25599957,-74.08399963,North southamerica,486,yes
Neiva,Colombia,2.867889881,-75.22100067,North southamerica,487,yes
Obando,Colombia,4.646920204,-75.92140198,North southamerica,494,yes
Obando 2,Colombia,4.59513998,-75.96579742,North southamerica,495,yes
Otas,Colombia,2.587559938,-75.36160278,North southamerica,500,yes
Palermo,Colombia,2.884670019,-75.40529633,North southamerica,550,yes
Palomar,Colombia,10.79380035,-75.15049744,North southamerica,554,yes
Pan de azucar,Colombia,12.07299995,-71.20670319,North southamerica,557,yes
Patia,Colombia,1.674409986,-77.30889893,North southamerica,571,yes
Patillal,Colombia,10.71220016,-73.23459625,North southamerica,572,yes
Patios,Colombia,7.784009933,-72.52709961,North southamerica,573,yes
Pereira,Colombia,4.865029812,-75.85970306,North southamerica,581,yes
Pereira 2,Colombia,4.775599957,-75.87729645,North southamerica,582,yes
Piedecuesta,Colombia,6.89218998,-72.99859619,North southamerica,586,yes
Piedras,Colombia,4.54226017,-74.91300201,North southamerica,589,yes
Piojo,Colombia,10.7276001,-75.11460114,North southamerica,591,yes
Playa Peru,Colombia,10.8757,-75.08190155,North southamerica,597,yes
PNNMacuira,Colombia,12.24190044,-71.44219971,North southamerica,598,yes
Providencia,Colombia,13.35000038,-81.34999847,North southamerica,611,yes
Quimbo,Colombia,2.309000015,-75.63800049,North southamerica,620,yes
Restrepo,Colombia,3.751610041,-76.56620026,North southamerica,636,yes
Riofrio,Colombia,4.148700237,-76.27400208,North southamerica,648,yes
Riohacha,Colombia,11.19489956,-72.85939789,North southamerica,649,yes
RioSeco,Colombia,4.890100002,-74.74160004,North southamerica,650,yes
Rivera,Colombia,2.75921011,-75.27089691,North southamerica,655,yes
Roldanillo,Colombia,4.437439919,-76.16660309,North southamerica,658,yes
Sabanilla,Colombia,10.9666996,-74.96330261,North southamerica,675,yes
San_Jorge,Colombia,8.620439529,-75.52140045,North southamerica,690,yes
SANSEBAS,Colombia,9.25,-74.34999847,North southamerica,692,yes
SantaMarta,Colombia,11.1704998,-74.16220093,North southamerica,707,yes
Santiago,Colombia,7.900650024,-72.65869904,North southamerica,711,yes
SdeChilichao,Colombia,3.092859983,-76.42469788,North southamerica,716,yes
SFERLLO1,Colombia,11.21700001,-74.23300171,North southamerica,742,yes
Suarez,Colombia,4.249420166,-74.76670074,North southamerica,747,yes
Tabiro,Colombia,7.847559929,-72.63020325,North southamerica,749,yes
Tambo,Colombia,3.652970076,-75.08860016,North southamerica,750,yes
Tame,Colombia,6.409609795,-71.89489746,North southamerica,751,yes
Tamesis,Colombia,5.785200119,-75.66519928,North southamerica,752,yes
Tasajero,Colombia,7.997220039,-72.43060303,North southamerica,761,yes
TAYRONA,Colombia,11.33300018,-74.03330231,North southamerica,764,yes
TayronaNeguanje,Colombia,11.26469994,-73.90170288,North southamerica,765,yes
CARDONAL,Colombia,5.083300114,-74.76699829,NA,NA,No
CARDONAL,Colombia,5.083300114,-74.75,NA,NA,No
Finca Cardonal,Colombia,5.088890076,-74.7786026,NA,NA,No
Riohacha2,Colombia,11.13920021,-73.1760025,NA,NA,No
SANTOTOM,Colombia,4.916999817,-74.83300018,NA,NA,No
BCORTESN,Costa Rica,10.41699982,-85.33300018,North southamerica,72,yes
BCORTESS,Costa Rica,10.39999962,-85.33300018,North southamerica,73,yes
CABUYO,Costa Rica,10.5,-85.36699677,North southamerica,123,yes
GUANGF,Costa Rica,10.5,-85.16699982,North southamerica,310,yes
GUANUP,Costa Rica,10.53299999,-85.30000305,North southamerica,312,yes
HIGUERON,Costa Rica,10.30000019,-85.13300323,North southamerica,321,yes
LAJAS,Costa Rica,10.28299999,-85.08300018,North southamerica,383,yes
PALOVERD,Costa Rica,10.33300018,-85.33300018,North southamerica,556,yes
POTRERO,Costa Rica,10.5170002,-85.30000305,North southamerica,607,yes
STAROSA,Costa Rica,10.83300018,-85.66699982,North southamerica,746,yes
TEMPISQU,Costa Rica,10.43330002,-85.36699677,North southamerica,766,yes
Bosque de la Estacion Experimental Forestal Guisa,Cuba,20.24749947,-76.51190186,Caribean,98,yes
Botella,Cuba,21.89439964,-84.4332962,Caribean,103,yes
Cabo Corriente,Cuba,21.79500008,-84.48280334,Caribean,121,yes
Carabelita,Cuba,21.95140076,-84.62779999,Caribean,150,yes
Catauro,Cuba,21.8689003,-84.93920135,Caribean,165,yes
Hatibonico,Cuba,19.91930008,-75.32189941,Caribean,316,yes
Maisi,Cuba,20.24580002,-74.14779663,Caribean,406,yes
Sabana,Cuba,20.31469917,-74.24720001,Caribean,674,yes
Uvero,Cuba,21.84390068,-84.43830109,Caribean,793,yes
Veral,Cuba,21.93560028,-84.53109741,Caribean,797,yes
1 Km al Oeste de Mordan,Dominican Republic,18.32920074,-70.91609955,Caribean,1,yes
Al Este de Puerto Alejandro,Dominican Republic,18.31669998,-70.99030304,Caribean,9,yes
Al este del poblado de Barreras,Dominican Republic,18.29310036,-70.88749695,Caribean,10,yes
Al Este del poblado de Canoa,Dominican Republic,18.3593998,-71.11000061,Caribean,11,yes
Al Noreste de Rancheria,Dominican Republic,18.37059975,-70.89389801,Caribean,12,yes
Al Oeste de La Guarachita,Dominican Republic,18.39030075,-70.96749878,Caribean,13,yes
Hellshire Hills,Jamaica,17.87929916,-76.95739746,Caribean,320,yes
Long Mountain,Jamaica,17.9769001,-76.74469757,Caribean,395,yes
ROUNDSLO,Jamaica,17.33300018,-77.41699982,Caribean,660,yes
"Al SE de Cuernavaca, desde del km 17 al 20 de la carretera MEX. 138, Jiutepec-Yautepec de Zaragoza.",Mexico,18.84970093,-99.12670135,Mesoamerica,14,yes
"Cerro San Nicol·s, ca. de 35.5 km al NE del mpio.  de  Coyuca de BenÌtez.",Mexico,17.1753006,-99.80470276,Mesoamerica,179,yes
Depresion central de Chiapas,Mexico,16.11219978,-92.68830109,Mesoamerica,237,yes
"DepresiÛn Central de Chiapas: Mpio. Suchiapa: Suchiapa, 15 km al SO de Suchiapa a lo largo del camino a Villa Flores, caÒÛn.",Mexico,16.79999924,-93.11669922,Mesoamerica,238,yes
En pequeÒos manchones de las barrancas de los alrededores del Mpio. de Culiac·n,Mexico,24.80389977,-107.3860016,Mesoamerica,264,yes
"Entre los Mpios. de Alm·cigos y Agua Blanca,  ca. 6.54 km de l Mpio. Agua Blanca.",Mexico,19.0897007,-104.0960007,Mesoamerica,266,yes
LALAGUNA,Mexico,22.83300018,-109.1669998,Mesoamerica,385,yes
"Michoac·n: Mpio. Arteaga, en la cabecera del municipio y sus alrededores principalmente",Mexico,18.36249924,-102.2939987,Mesoamerica,431,yes
"Mpio. AsunciÛn Ixtaltepec, Dist. Juchit·n: A orillas del ferrocarril transÌsmico, a 13.5 km al norte de Ciudad Ixtepec.",Mexico,16.56279945,-95.1006012,Mesoamerica,462,yes
"Mpio. AsunciÛn Ixtaltepec, Dist. Juchit·n: En los terrenos del Ejido de Nizanda, ubicados en la porciÛn sur del Istmo de Tehuantepec",Mexico,16.66329956,-94.99720001,Mesoamerica,463,yes
"Mpio. AsunciÛn Ixtepec, Distr. Juchit·n: Nizanda se ubicada en la parte sur del Istmo de Tehuantepec",Mexico,16.32250023,-95.23829651,Mesoamerica,464,yes
Mpio. Coatepec: Sureste de Tuzamap·n en los  alrededores de VaquerÌa.,Mexico,19.40139961,-96.86419678,Mesoamerica,465,yes
Mpio. Copalillo: Ca. de 14 km al este del municipio de Copalillo y sus alrededores cercanos al margen del RÌo Mezcala (Papalutla).,Mexico,18.02529907,-98.91000366,Mesoamerica,466,yes
"Mpio. Eduardo Neri: regiÛn centro del estado de Guerrero, colindancia al norte con los municipios de M·rtir de Cuilapan, Cocula y Tepecoacuilco",Mexico,17.54389954,-99.52030182,Mesoamerica,467,yes
"Mpio. Eduardo Neri: Se encuentra al suroeste de Xochipala, cerca del poblado de Mezcala y recorre parte del Mpio. Leonardo Bravo.",Mexico,17.93309975,-99.59999847,Mesoamerica,468,yes
"Mpio. entre La Paz y Los Cabos: Reserva de la BiÛsfera Sierra de La Laguna"" parte sureste de la PenÏnsula de Baja California""",Mexico,23.69939995,-110.1500015,Mesoamerica,469,yes
"Mpio. Hecelchak·n: Ejido Pomucho, sobre la planicie costera de Yucat·n",Mexico,20.13750076,-90.17420197,Mesoamerica,470,yes
Mpio. La Huerta: Ca. de 36.6  km al NE de la cabecera municipal,Mexico,19.57169914,-105.0739975,Mesoamerica,471,yes
Mpio. Los Cabos: Ca. 1.14 km al SO del poblado de Agua Caliente,Mexico,23.43330002,-109.7829971,Mesoamerica,472,yes
"Mpio. MÈrida: 1 km al norte de Xmatkuil, en la Reserva de la Facultad de Medicina Veterinaria y Zootecnia de la Universidad AutÛnoma de Yucat·n",Mexico,20.85580063,-89.61669922,Mesoamerica,473,yes
Mpio. San Carlos Yautepec: Parte SO del poblado de La Concordia,Mexico,15.90139961,-96.16690063,Mesoamerica,474,yes
"Mpio. San Pedro Huamelula: ca. 92.37 km SO de Puerto de Salina Cruz, sobre la carretera MÈxico 200",Mexico,15.84669971,-95.99780273,Mesoamerica,475,yes
"Mpio. Tejupilco: Sierra de Nanchititla, al SO del Estado de MÈxico, a 147 km de la Ciudad de Toluca y al norte de Bejucos (vertiente sur de la sierra).",Mexico,18.84059906,-100.4140015,Mesoamerica,476,yes
Mpio. Tenabo: A 30 km al N de la capital del estado.,Mexico,20.04080009,-90.22530365,Mesoamerica,477,yes
"Mpio. TixpÈhual: En Villa de TixpÈual, localizada a 20 km este de la Ciudad de MÈrida, en los alrededores de TekantÛ.",Mexico,20.97719955,-89.44029999,Mesoamerica,478,yes
Mpio. Yecora: Al sureste de la ciudad de Yecora,Mexico,28.37170029,-108.927002,Mesoamerica,479,yes
"Mpio. Zir·ndaro: El Cerro Tarimo se localiza en la subprovincia de la depresiÛn del Balsas, al SE de la Barranca El LimÛn.",Mexico,18.47750092,-100.9899979,Mesoamerica,480,yes
"RegiÛn central de Veracruz, Mpio. Paso de Ovejas: Ca. 0.45 km al SE del poblado de Paso de Ovejas",Mexico,20.25,-97.40000153,Mesoamerica,626,yes
"RegiÛn de valles centrales: Mpio. Xalapa, ca.  32.93 km al NO de El Cofre de Perote.",Mexico,19.58329964,-96.84999847,Mesoamerica,627,yes
"Mpio. ¡lamos,  en el Arroyo ¡lamos, a 10.38 km del poblado de ¡lamos",Mexico,26.95829964,-108.8710022,NA,NA,No
COSIGUIN,Nicaragua,12.89999962,-87.53299713,North southamerica,216,yes
LAFLOR,Nicaragua,11.13300037,-85.78299713,North southamerica,376,yes
MASAYA,Nicaragua,11.96700001,-86.09999847,North southamerica,422,yes
OMETEPE,Nicaragua,11.53299999,-85.61699677,North southamerica,498,yes
Reserva Chacocente,Nicaragua,11.53439999,-86.18530273,North southamerica,633,yes
Curundu,Panama,8.983329773,-79.55000305,North southamerica,231,yes
Amambay,Paraguay,-22.35000038,-56.25,Central Brazil,21,yes
"AsunciÛn, bosque seco",Paraguay,-25.25,-57.56999969,Misiones,52,yes
BS01,Paraguay,-25.63299942,-54.66699982,Misiones,110,yes
BS07,Paraguay,-25.36700058,-54.95000076,Misiones,111,yes
BS10,Paraguay,-24.54999924,-54.95000076,Misiones,112,yes
BS4C,Paraguay,-25.86700058,-54.86700058,Misiones,113,yes
CaacupÈ,Paraguay,-25.19000053,-57.02999878,Misiones,118,yes
Cerro Antena-Macizo Acahay,Paraguay,-25.53000069,-57.11000061,Misiones,171,yes
Cerro Koi,Paraguay,-25.19000053,-57.24000168,Misiones,172,yes
Cerro LambarÈ,Paraguay,-25.20000076,-57.38000107,Misiones,174,yes
Cerro Mbatobi,Paraguay,-25.25,-57.06000137,Misiones,177,yes
Cerro PerÛ,Paraguay,-25.54000092,-56.09000015,Misiones,178,yes
Cerro sarambÌ,Paraguay,-22.45000076,-56.09000015,Central Brazil,180,yes
Ciudad del Este,Paraguay,-25.36000061,-54.59999847,Misiones,195,yes
Cuenca del rÌo Tebicuary-mi,Paraguay,-26.34000015,-56.27999878,Misiones,227,yes
"FortÌn Gabino Mendoza, chaco",Paraguay,-20.04999924,-61.90000153,Piedmont,284,yes
Mallorquin,Paraguay,-25.34000015,-55.18999863,Misiones,407,yes
Maracayu,Paraguay,-25.04999924,-54.66999817,Misiones,415,yes
MBARACAY,Paraguay,-24.13299942,-55.53300095,Misiones,427,yes
Mbaracay˙,Paraguay,-24.04000092,-55.40999985,Misiones,428,yes
Nueva Esperanza,Paraguay,-26.34000015,-54.86999893,Misiones,493,yes
PARABEL,Paraguay,-26.33300018,-55.53300095,Misiones,559,yes
"Primavera, cuenca del rÌo Aquidab·n",Paraguay,-23.09000015,-57.22000122,Central Brazil,610,yes
Puerto GuaranÌ,Paraguay,-26.34000015,-57.56000137,Misiones,612,yes
San Rafael del Paran·,Paraguay,-26.5,-55.00999832,Misiones,688,yes
Santa Rosa del Monday,Paraguay,-25.84000015,-54.86000061,Misiones,703,yes
SP01,Paraguay,-25.5,-54.78300095,Misiones,745,yes
Tapyt·,Paraguay,-26.13999939,-55.45000076,Misiones,754,yes
TARUMA,Paraguay,-25.83300018,-55.66699982,Misiones,760,yes
TavaÌ,Paraguay,-26.29000092,-56.20000076,Misiones,763,yes
TobatÌ,Paraguay,-25.12000084,-57.06999969,Misiones,770,yes
YpetÌ,Paraguay,-25.39999962,-55.29999924,Misiones,804,yes
Estancia Erica,Paraguay,-22.75889969,-61.11750031,NA,NA,No
Estancia yaguarete,Paraguay,-21.29999924,-61.25,NA,NA,No
"FortÌn Carlos Antonio LÛpez, chaco",Paraguay,-21.32999992,-59.68000031,NA,NA,No
"Pozo Colorado, chaco h˙medo",Paraguay,-23.62999916,-58.77000046,NA,NA,No
"Ruta Transchaco, zona Medanos Arenosos",Paraguay,-20.71999931,-61.50999832,NA,NA,No
ANGOLO,Peru,-4.5,-80.16699982,South Pacific,29,yes
APURIMAC,Peru,-13.33300018,-73.33300018,South Pacific,32,yes
Apurimac 1,Peru,-13.30118942,-73.66963959,South Pacific,33,yes
Apurimac 2,Peru,-13.45344353,-73.1974411,South Pacific,34,yes
Apurimac valley,Peru,-13.69190025,-72.91539764,South Pacific,35,yes
Balsas 1 & 2,Peru,-6.855370045,-78.05870056,South Pacific,58,yes
Balsas 3 & 4,Peru,-6.839719772,-77.99120331,South Pacific,59,yes
BOCAPAN,Peru,-3.716660023,-80.69999695,South Pacific,86,yes
CABOINGA,Peru,-3.966670036,-80.38330078,South Pacific,122,yes
Chanchamayo,Peru,-11.05519962,-75.21140289,South Pacific,183,yes
CHAPARRI2,Peru,-6.510000229,-79.44999695,South Pacific,186,yes
CHULUCAN,Peru,-5.083000183,-80.16699982,South Pacific,190,yes
Cumba,Peru,-5.550000191,-78.38999939,South Pacific,229,yes
El Angolo,Peru,-4.166669846,-80.66670227,South Pacific,251,yes
ELCHECO,Peru,-4.262139797,-80.49510193,South Pacific,258,yes
ELSAUCE,Peru,-3.832999945,-80.46700287,South Pacific,262,yes
GotaDeAgua,Peru,-5.409999847,-78.45999908,South Pacific,301,yes
HUANCABA,Peru,-5.25,-79.38300323,South Pacific,325,yes
ILLESCAS,Peru,-5.983329773,-80.6832962,South Pacific,335,yes
LAMENTA,Peru,-4.730000019,-80.08000183,South Pacific,386,yes
LPAVAS1,Peru,-6.524720192,-79.46219635,South Pacific,398,yes
Mantaro 1,Peru,-12.28555584,-74.85935974,South Pacific,410,yes
Mantaro 1&2,Peru,-12.08059978,-74.73280334,South Pacific,411,yes
Mantaro 2,Peru,-12.35794353,-74.6306076,South Pacific,412,yes
MANTARO1,Peru,-12.81669998,-74.38330078,South Pacific,413,yes
MANTARO2,Peru,-12.08329964,-74.5667038,South Pacific,414,yes
MARA—ON,Peru,-5.666999817,-78.69999695,South Pacific,416,yes
MaraÒon 1,Peru,-6.432582855,-77.87330627,South Pacific,417,yes
MaraÒon 2,Peru,-6.250916958,-77.93183136,South Pacific,418,yes
MaraÒon 3,Peru,-6.099139214,-77.89291382,South Pacific,419,yes
MIRADERO,Peru,-3.970000029,-80.49849701,South Pacific,436,yes
MORROPON,Peru,-5.166999817,-79.96700287,South Pacific,457,yes
P_EP_001,Peru,-5.974020004,-80.47200012,South Pacific,503,yes
P_EP_002,Peru,-5.917560101,-80.91490173,South Pacific,504,yes
P_EP_003,Peru,-4.664999962,-80.57499695,South Pacific,505,yes
P_EP_007,Peru,-4.769999981,-80.68000031,South Pacific,506,yes
P_EP_018,Peru,-4.929999828,-81.01000214,South Pacific,507,yes
P_EP_023,Peru,-4.929999828,-80.83999634,South Pacific,508,yes
P_EP_037,Peru,-4.929999828,-80.59999847,South Pacific,509,yes
P_EP_048,Peru,-5.090000153,-81.01000214,South Pacific,510,yes
